le_id,sub_prof_id,client_id,account_number,lend_type,lend_type_description,account_type,product,product_type,dr_cr_indicator,portfolio_id,purpose_code,outstanding_amount,sanctioned_amount,interest_rate_pct,account_open_date,maturity_date,mth_end,src,cty
LE001,SP001,C100179,OC241905500,801,801 Provisions,Loan,REVOLVING,L,DR,SJ,COMMERCIAL PROPERTY LOAN - SME,284676,334354,1.57,2019-06-16,2030-03-01,2024-12-31,ACB,SG
LE001,SP001,C100764,DB963538119,600,600 SCB Direct,Loan,TERM,L,DR,SA,WORKING CAPITAL,38250,49017,6.69,2016-05-26,2029-05-21,2024-12-31,ACB,SG
LE001,SP001,C100880,UB963919401,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,OTHER LOAN PURPOSES,83765,106550,1.58,2021-11-22,2028-03-29,2024-12-31,ACB,SG
LE001,SP001,C100465,DB822443971,801,801 Provisions,Loan,TERM,L,DR,SC,COMMODITY MURABAHA-CLASSIC,222105,287641,3.97,2017-04-16,2029-06-23,2024-12-31,ACB,SG
LE001,SP001,C100482,SC765233376,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SA,LEFS-COMMERCIAL MACHINERY LOAN (HP),120291,120400,4.28,2019-08-27,2030-03-30,2024-12-31,ACB,SG
LE001,SP001,C100664,UB225279834,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SA,COMMERCIAL PROPERTY LOAN - SME,224744,261927,6.22,2019-05-03,2028-02-27,2024-12-31,ACB,SG
LE001,SP001,C100099,OC677186272,600,600 SCB Direct,Loan,TERM,L,DR,SI,INDUSTRIAL PROPERTY LOAN - SME,266381,271115,3.62,2017-05-04,2031-07-22,2024-12-31,ACB,SG
LE001,SP001,C100601,OC545478870,600,600 SCB Direct,Loan,TERM,L,DR,SI,COMMERCIAL PROPERTY LOAN - SME,324533,350574,2.57,2024-06-28,2031-01-04,2024-12-31,ACB,SG
LE001,SP001,C100222,UB577488537,600,600 SCB Direct,Loan,REVOLVING,L,DR,SA,LEFS-COMMERCIAL MACHINERY LOAN (HP),174495,208818,7.95,2020-09-27,2030-11-17,2024-12-31,ACB,SG
LE001,SP001,C100062,UB396225446,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,COMMODITY MURABAHA-CLASSIC,179454,207197,7.79,2017-06-05,2029-03-26,2024-12-31,ACB,SG
LE001,SP001,C100657,SC154308262,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SJ,COF MORTGAGE LOAN,1584471,1713201,5.87,2018-07-12,2029-02-26,2024-12-31,ACB,SG
LE001,SP001,C100070,OC729624046,600,600 SCB Direct,Loan,MORTGAGE_LOANS,L,DR,SC,COF MORTGAGE LOAN,1401680,1616795,5.09,2023-03-16,2026-11-20,2024-12-31,ACB,SG
LE001,SP001,C100283,OC239577989,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SA,LEFS-COMMERCIAL MACHINERY LOAN (HP),145665,174107,5.34,2024-07-27,2028-05-01,2024-12-31,ACB,SG
LE001,SP001,C100015,DB948239575,600,600 SCB Direct,Loan,REVOLVING,L,DR,SA,WORKING CAPITAL,70282,78707,4.25,2021-11-19,2027-06-11,2024-12-31,ACB,SG
LE001,SP001,C100129,UB664880035,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,TEMPORARY BRIDGING LOAN,457073,622545,1.54,2016-02-19,2030-11-30,2024-12-31,ACB,SG
LE001,SP001,C100525,SC585337126,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SC,TEMPORARY BRIDGING LOAN,229063,315015,3.17,2017-08-23,2027-03-16,2024-12-31,ACB,SG
LE001,SP001,C100062,UB531233244,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,IJARAH,288182,344119,2.14,2019-11-20,2027-09-06,2024-12-31,ACB,SG
LE001,SP001,C100920,SC445864933,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SJ,COMMERCIAL PROPERTY LOAN - SME,43467,59388,7.53,2017-11-09,2030-07-02,2024-12-31,ACB,SG
LE001,SP001,C100390,DB587173220,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SA,HOUSING LOAN - COMMERCIAL,151204,159738,6.67,2017-07-08,2029-04-07,2024-12-31,ACB,SG
LE001,SP001,C100440,UB345343109,801,801 Provisions,Loan,REVOLVING,L,DR,SI,STRUCTURED TRADE FINANCE,29344,37289,7.79,2020-03-12,2027-12-03,2024-12-31,ACB,SG
LE001,SP001,C100320,UB435569630,801,801 Provisions,Loan,REVOLVING,L,DR,SJ,LEFS-COMMERCIAL MACHINERY LOAN (HP),214407,226359,4.28,2019-07-17,2027-08-10,2024-12-31,ACB,SG
LE001,SP001,C100093,SC200105056,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SC,COF MORTGAGE LOAN,33043,37004,1.39,2023-05-27,2027-07-12,2024-12-31,ACB,SG
LE001,SP001,C100600,DB819421270,600,600 SCB Direct,Loan,TERM,L,DR,SC,HOUSING LOAN - COMMERCIAL,210952,223708,8,2017-05-25,2031-08-07,2024-12-31,ACB,SG
LE001,SP001,C100888,SC408839723,801,801 Provisions,Loan,REVOLVING,L,DR,SA,HOUSING LOAN - RESIDENTIAL,163610,165147,6.38,2019-03-03,2029-03-29,2024-12-31,ACB,SG
LE001,SP001,C100158,UB340781088,600,600 SCB Direct,Loan,REVOLVING,L,DR,SC,COMMODITY MURABAHA-CLASSIC,119011,157073,1.9,2016-04-22,2029-12-24,2024-12-31,ACB,SG
LE001,SP001,C100587,OC966747347,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SC,OTHER LOAN PURPOSES,183559,202444,2.6,2022-11-02,2029-12-02,2024-12-31,ACB,SG
LE001,SP001,C100719,DB464883950,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SJ,HOUSING LOAN - COMMERCIAL,469980,614862,3.51,2023-04-03,2031-05-08,2024-12-31,ACB,SG
LE001,SP001,C100071,OC895609471,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SJ,STRUCTURED TRADE FINANCE,226911,260878,4.64,2020-02-25,2031-12-11,2024-12-31,ACB,SG
LE001,SP001,C100349,OC497341481,801,801 Provisions,Loan,REVOLVING,L,DR,SA,OTHER LOAN PURPOSES,182564,239204,6.97,2023-02-11,2028-08-14,2024-12-31,ACB,SG
LE001,SP001,C100772,SC823668399,600,600 SCB Direct,Loan,REVOLVING,L,DR,SI,LEFS-COMMERCIAL MACHINERY LOAN (HP),1277924,1726562,7.14,2020-02-08,2032-04-20,2024-12-31,ACB,SG
LE001,SP001,C100621,UB544726404,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SA,INDUSTRIAL PROPERTY LOAN - SME,58666,61823,1.2,2020-01-15,2028-02-06,2024-12-31,ACB,SG
LE001,SP001,C100290,UB665791188,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SJ,STRUCTURED TRADE FINANCE,310325,395269,5.93,2018-02-20,2027-06-21,2024-12-31,ACB,SG
LE001,SP001,C100007,OC423646570,600,600 SCB Direct,Loan,MORTGAGE_LOANS,L,DR,SC,COMMERCIAL PROPERTY LOAN - SME,105487,112708,1.1,2021-03-07,2028-03-14,2024-12-31,ACB,SG
LE001,SP001,C100007,UB902100304,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SJ,STRUCTURED TRADE FINANCE,469031,634011,3.75,2018-11-20,2029-06-08,2024-12-31,ACB,SG
LE001,SP001,C100512,DB177390472,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,OTHER LOAN PURPOSES,394771,405593,3.44,2019-09-14,2027-09-23,2024-12-31,ACB,SG
LE001,SP001,C100882,DB718216692,801,801 Provisions,Loan,TERM,L,DR,SI,COMMERCIAL PROPERTY LOAN - SME,731137,741971,3.78,2023-07-27,2031-05-26,2024-12-31,ACB,SG
LE001,SP001,C100021,DB284547422,801,801 Provisions,Loan,REVOLVING,L,DR,SA,STRUCTURED TRADE FINANCE,434324,463050,7.65,2023-09-03,2029-08-01,2024-12-31,ACB,SG
LE001,SP001,C100446,UB662600500,600,600 SCB Direct,Loan,TERM,L,DR,SC,IJARAH,29632,29961,4.21,2021-01-19,2029-05-04,2024-12-31,ACB,SG
LE001,SP001,C100341,OC182011731,600,600 SCB Direct,Loan,MORTGAGE_LOANS,L,DR,SC,INDUSTRIAL PROPERTY LOAN - SME,161748,174788,3.3,2016-09-13,2028-07-05,2024-12-31,ACB,SG
LE001,SP001,C100241,SC257243284,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SJ,HOUSING LOAN - RESIDENTIAL,44158,50072,1.53,2023-02-22,2027-09-13,2024-12-31,ACB,SG
LE001,SP001,C100181,UB598165815,801,801 Provisions,Loan,REVOLVING,L,DR,SC,WORKING CAPITAL,54108,59385,3.42,2019-12-05,2027-08-15,2024-12-31,ACB,SG
LE001,SP001,C100480,UB777944609,801,801 Provisions,Loan,REVOLVING,L,DR,SA,INDUSTRIAL PROPERTY LOAN - SME,152866,182067,5.67,2019-03-03,2027-09-08,2024-12-31,ACB,SG
LE001,SP001,C100317,UB585238820,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SC,HOUSING LOAN - COMMERCIAL,104121,114026,1.29,2021-08-22,2027-09-19,2024-12-31,ACB,SG
LE001,SP001,C100660,SC760360225,801,801 Provisions,Loan,TERM,L,DR,SA,TEMPORARY BRIDGING LOAN,95773,110960,2.24,2018-06-13,2028-12-19,2024-12-31,ACB,SG
LE001,SP001,C100329,UB638339044,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,COMMODITY MURABAHA-CLASSIC,38789,40274,3.55,2021-01-03,2027-10-20,2024-12-31,ACB,SG
LE001,SP001,C100516,OC142028540,600,600 SCB Direct,Loan,TERM,L,DR,SI,ACQUISITION FINANCING,1160922,1169109,1.28,2018-12-30,2028-08-20,2024-12-31,ACB,SG
LE001,SP001,C100372,DB403754671,801,801 Provisions,Loan,TERM,L,DR,SC,LEFS-COMMERCIAL MACHINERY LOAN (HP),272280,337879,1.57,2018-02-26,2027-06-11,2024-12-31,ACB,SG
LE001,SP001,C100808,DB170772317,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,COMMERCIAL PROPERTY LOAN - SME,145462,151890,6.64,2022-01-12,2028-07-16,2024-12-31,ACB,SG
LE001,SP001,C100341,SC725711790,600,600 SCB Direct,Loan,REVOLVING,L,DR,SC,LEFS-COMMERCIAL MACHINERY LOAN (HP),77931,86963,2.47,2017-01-10,2031-04-02,2024-12-31,ACB,SG
LE001,SP001,C100132,SC432411019,801,801 Provisions,Loan,REVOLVING,L,DR,SJ,LEFS-COMMERCIAL MACHINERY LOAN (HP),123617,180528,5.33,2016-12-23,2032-10-04,2024-12-31,ACB,SG
LE001,SP001,C100095,UB645985356,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SC,COMMERCIAL PROPERTY LOAN - SME,86983,125118,6.23,2022-11-02,2029-04-04,2024-12-31,ACB,SG
LE001,SP001,C100349,UB306164050,600,600 SCB Direct,Loan,MORTGAGE_LOANS,L,DR,SJ,COMMODITY MURABAHA-CLASSIC,289687,307720,4.58,2021-07-17,2027-12-28,2024-12-31,ACB,SG
LE001,SP001,C100519,SC810741110,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SI,WORKING CAPITAL,61557,62535,4.13,2023-01-15,2028-11-18,2024-12-31,ACB,SG
LE001,SP001,C100851,OC874364348,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,INDUSTRIAL PROPERTY LOAN - SME,32648,33976,2.88,2017-04-10,2029-07-08,2024-12-31,ACB,SG
LE001,SP001,C100992,UB755621841,801,801 Provisions,Loan,TERM,L,DR,SJ,ACQUISITION FINANCING,135008,136298,3.25,2022-03-06,2030-04-29,2024-12-31,ACB,SG
LE001,SP001,C100988,UB996696177,600,600 SCB Direct,Loan,REVOLVING,L,DR,SI,TEMPORARY BRIDGING LOAN,85257,103698,1.84,2016-03-25,2030-01-06,2024-12-31,ACB,SG
LE001,SP001,C100796,UB639991949,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SJ,COF MORTGAGE LOAN,202444,239311,5.75,2018-01-29,2028-05-28,2024-12-31,ACB,SG
LE001,SP001,C100893,DB156027635,801,801 Provisions,Loan,REVOLVING,L,DR,SA,IJARAH,161462,209252,1.61,2019-01-27,2028-04-02,2024-12-31,ACB,SG
LE001,SP001,C100291,SC919390458,600,600 SCB Direct,Loan,REVOLVING,L,DR,SI,ACQUISITION FINANCING,1748605,2103408,6.22,2023-03-17,2031-10-05,2024-12-31,ACB,SG
LE001,SP001,C100093,OC976928440,801,801 Provisions,Loan,REVOLVING,L,DR,SA,STRUCTURED TRADE FINANCE,57685,59880,2.99,2024-04-05,2031-04-20,2024-12-31,ACB,SG
LE001,SP001,C100514,DB353164777,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SC,COMMERCIAL MACHINERY LOAN (HP),657192,829330,5,2024-07-17,2030-06-06,2024-12-31,ACB,SG
LE001,SP001,C100953,SC867407868,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SJ,OTHER LOAN PURPOSES,40192,44717,1.71,2021-08-22,2032-02-26,2024-12-31,ACB,SG
LE001,SP001,C100712,OC914799481,801,801 Provisions,Loan,TERM,L,DR,SA,COMMODITY MURABAHA-CLASSIC,102938,115825,2.12,2024-08-24,2029-09-22,2024-12-31,ACB,SG
LE001,SP001,C100220,OC689274064,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SC,COMMERCIAL MACHINERY LOAN (HP),90003,105555,2.21,2021-06-25,2028-03-22,2024-12-31,ACB,SG
LE001,SP001,C100048,OC550784243,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SA,HOUSING LOAN - COMMERCIAL,13322,15146,7.88,2019-04-03,2027-01-15,2024-12-31,ACB,SG
LE001,SP001,C100647,OC871531100,600,600 SCB Direct,Loan,REVOLVING,L,DR,SI,OTHER LOAN PURPOSES,128162,151425,7.79,2017-12-18,2030-10-24,2024-12-31,ACB,SG
LE001,SP001,C100246,UB301126777,600,600 SCB Direct,Loan,REVOLVING,L,DR,SA,ACQUISITION FINANCING,206349,217639,2.81,2018-10-04,2032-07-18,2024-12-31,ACB,SG
LE001,SP001,C100805,SC519246503,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,INDUSTRIAL PROPERTY LOAN - SME,268583,321093,7.51,2022-01-06,2027-01-14,2024-12-31,ACB,SG
LE001,SP001,C100365,SC470228863,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SC,WORKING CAPITAL,1255846,1662642,2.96,2024-05-12,2030-10-22,2024-12-31,ACB,SG
LE001,SP001,C100559,DB973498494,600,600 SCB Direct,Loan,TERM,L,DR,SI,LEFS-COMMERCIAL MACHINERY LOAN (HP),83899,93473,3.27,2022-10-25,2028-05-14,2024-12-31,ACB,SG
LE001,SP001,C100064,UB139711044,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SA,COF MORTGAGE LOAN,215293,333314,2.7,2022-08-15,2027-04-29,2024-12-31,ACB,SG
LE001,SP001,C100323,DB653388913,801,801 Provisions,Loan,TERM,L,DR,SC,OTHER LOAN PURPOSES,211023,249189,3.02,2016-05-30,2028-12-30,2024-12-31,ACB,SG
LE001,SP001,C100292,DB938422254,600,600 SCB Direct,Loan,REVOLVING,L,DR,SC,COMMODITY MURABAHA-CLASSIC,52096,54885,4.37,2015-11-23,2030-12-25,2024-12-31,ACB,SG
LE001,SP001,C100447,UB898120571,801,801 Provisions,Loan,TERM,L,DR,SC,WORKING CAPITAL,84809,85612,3.36,2019-04-18,2032-06-07,2024-12-31,ACB,SG
LE001,SP001,C100376,DB960226208,600,600 SCB Direct,Loan,TERM,L,DR,SA,STRUCTURED TRADE FINANCE,89146,102700,5.77,2018-02-07,2028-11-17,2024-12-31,ACB,SG
LE001,SP001,C100558,DB444898148,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SC,LEFS-COMMERCIAL MACHINERY LOAN (HP),276455,356160,4.3,2021-07-18,2030-04-17,2024-12-31,ACB,SG
LE001,SP001,C100456,UB278933456,801,801 Provisions,Loan,REVOLVING,L,DR,SI,OTHER LOAN PURPOSES,27715,33438,7.51,2016-09-15,2030-10-23,2024-12-31,ACB,SG
LE001,SP001,C100629,UB394801573,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,INDUSTRIAL PROPERTY LOAN - SME,235895,264390,7.57,2019-02-08,2028-08-25,2024-12-31,ACB,SG
LE001,SP001,C100975,SC253308283,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SJ,COMMODITY MURABAHA-CLASSIC,265148,348941,6.89,2022-03-19,2030-12-18,2024-12-31,ACB,SG
LE001,SP001,C100370,UB709074302,600,600 SCB Direct,Loan,MORTGAGE_LOANS,L,DR,SI,INDUSTRIAL PROPERTY LOAN - SME,228114,246904,2.41,2020-09-08,2031-11-01,2024-12-31,ACB,SG
LE001,SP001,C100781,SC716243819,600,600 SCB Direct,Loan,REVOLVING,L,DR,SI,INDUSTRIAL PROPERTY LOAN - SME,118364,125916,6.7,2017-07-29,2029-12-24,2024-12-31,ACB,SG
LE001,SP001,C100255,SC127824235,600,600 SCB Direct,Loan,TERM,L,DR,SI,ACQUISITION FINANCING,217461,307724,3.51,2023-07-16,2029-10-16,2024-12-31,ACB,SG
LE001,SP001,C100793,DB855954847,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SC,IJARAH,124218,147760,6.72,2019-05-09,2029-02-05,2024-12-31,ACB,SG
LE001,SP001,C100125,OC179512774,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SI,COMMODITY MURABAHA-CLASSIC,21202,25476,4.24,2017-03-18,2030-06-10,2024-12-31,ACB,SG
LE001,SP001,C100683,DB861863296,600,600 SCB Direct,Loan,REVOLVING,L,DR,SC,HOUSING LOAN - COMMERCIAL,465837,544427,4.52,2023-02-03,2028-10-22,2024-12-31,ACB,SG
LE001,SP001,C100812,DB646272321,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SJ,COF MORTGAGE LOAN,225692,235581,3.69,2023-04-21,2029-07-05,2024-12-31,ACB,SG
LE001,SP001,C100809,UB128222260,801,801 Provisions,Loan,REVOLVING,L,DR,SI,COF MORTGAGE LOAN,397285,404882,5.37,2018-09-03,2028-04-23,2024-12-31,ACB,SG
LE001,SP001,C100626,SC170596494,801,801 Provisions,Loan,TERM,L,DR,SI,ACQUISITION FINANCING,37101,45587,1.97,2020-04-02,2031-06-13,2024-12-31,ACB,SG
LE001,SP001,C100843,SC234568604,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,TEMPORARY BRIDGING LOAN,270865,338436,4.73,2017-03-26,2032-08-28,2024-12-31,ACB,SG
LE001,SP001,C100352,OC990189659,600,600 SCB Direct,Loan,MORTGAGE_LOANS,L,DR,SI,ACQUISITION FINANCING,195216,204907,2.06,2024-03-28,2028-03-31,2024-12-31,ACB,SG
LE001,SP001,C100530,OC426551245,600,600 SCB Direct,Loan,MORTGAGE_LOANS,L,DR,SC,IJARAH,54644,63572,6.21,2022-05-01,2030-09-26,2024-12-31,ACB,SG
LE001,SP001,C100970,DB184675178,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SC,WORKING CAPITAL,174829,191530,6.34,2017-11-06,2030-04-02,2024-12-31,ACB,SG
LE001,SP001,C100629,SC639633807,600,600 SCB Direct,Loan,MORTGAGE_LOANS,L,DR,SJ,LEFS-COMMERCIAL MACHINERY LOAN (HP),114975,134041,6.75,2017-11-09,2030-08-22,2024-12-31,ACB,SG
LE001,SP001,C100862,SC986090690,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SA,LEFS-COMMERCIAL MACHINERY LOAN (HP),124259,148583,6.58,2016-03-18,2029-10-28,2024-12-31,ACB,SG
LE001,SP001,C100666,OC923515952,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,LEFS-COMMERCIAL MACHINERY LOAN (HP),106148,117880,6.06,2018-09-28,2030-02-07,2024-12-31,ACB,SG
LE001,SP001,C100657,DB618558050,600,600 SCB Direct,Loan,TERM,L,DR,SC,TEMPORARY BRIDGING LOAN,388328,493614,5.86,2024-01-16,2027-07-12,2024-12-31,ACB,SG
LE001,SP001,C100161,UB546270451,801,801 Provisions,Loan,TERM,L,DR,SJ,INDUSTRIAL PROPERTY LOAN - SME,31817,33604,3.42,2018-01-21,2028-06-19,2024-12-31,ACB,SG
LE001,SP001,C100320,DB888340979,801,801 Provisions,Loan,TERM,L,DR,SJ,COF MORTGAGE LOAN,27481,35703,4.23,2020-09-14,2032-08-18,2024-12-31,ACB,SG
LE001,SP001,C100575,SC442648079,600,600 SCB Direct,Loan,TERM,L,DR,SA,COMMERCIAL PROPERTY LOAN - SME,194956,298032,5.28,2019-10-26,2029-08-20,2024-12-31,ACB,SG
LE001,SP001,C100144,SC154337019,801,801 Provisions,Loan,TERM,L,DR,SI,COMMERCIAL MACHINERY LOAN (HP),181569,207924,5.88,2023-01-25,2030-07-12,2024-12-31,ACB,SG
LE001,SP001,C100956,DB303832812,600,600 SCB Direct,Loan,TERM,L,DR,SI,TEMPORARY BRIDGING LOAN,202169,220045,2.07,2021-05-26,2032-06-07,2024-12-31,ACB,SG
LE001,SP001,C100023,SC522240582,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SJ,HOUSING LOAN - RESIDENTIAL,1068775,1356365,3.97,2020-11-25,2027-05-27,2024-12-31,ACB,SG
LE001,SP001,C100051,DB631388604,801,801 Provisions,Loan,REVOLVING,L,DR,SA,HOUSING LOAN - COMMERCIAL,195611,199526,7.48,2023-08-27,2031-09-09,2024-12-31,ACB,SG
LE001,SP001,C100137,DB881155839,801,801 Provisions,Loan,TERM,L,DR,SC,OTHER LOAN PURPOSES,60499,62020,7.89,2020-05-14,2027-06-06,2024-12-31,ACB,SG
LE001,SP001,C100583,OC489256938,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,ACQUISITION FINANCING,2060977,2276947,3.79,2019-10-23,2029-12-28,2024-12-31,ACB,SG
LE001,SP001,C100845,SC238151258,600,600 SCB Direct,Loan,TERM,L,DR,SC,COF MORTGAGE LOAN,138967,150831,6.62,2021-01-21,2030-12-15,2024-12-31,ACB,SG
LE001,SP001,C100773,OC313736772,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SA,OTHER LOAN PURPOSES,381645,558784,7.44,2023-04-28,2030-08-04,2024-12-31,ACB,SG
LE001,SP001,C100823,UB657629251,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SJ,INDUSTRIAL PROPERTY LOAN - SME,44803,56407,6.16,2017-12-25,2030-06-05,2024-12-31,ACB,SG
LE001,SP001,C100166,UB761962359,801,801 Provisions,Loan,REVOLVING,L,DR,SI,IJARAH,36215,38103,4.17,2018-07-19,2030-03-20,2024-12-31,ACB,SG
LE001,SP001,C100486,SC495521185,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,HOUSING LOAN - RESIDENTIAL,127294,134237,4.49,2021-05-29,2027-02-26,2024-12-31,ACB,SG
LE001,SP001,C100611,UB385111130,600,600 SCB Direct,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SI,WORKING CAPITAL,363828,375267,3.54,2018-12-24,2031-02-13,2024-12-31,ACB,SG
LE001,SP001,C100151,OC133898577,600,600 SCB Direct,Loan,MORTGAGE_LOANS,L,DR,SA,TEMPORARY BRIDGING LOAN,1034011,1266987,1.09,2021-05-05,2031-07-21,2024-12-31,ACB,SG
LE001,SP001,C100155,UB841419015,600,600 SCB Direct,Loan,TERM,L,DR,SI,HOUSING LOAN - COMMERCIAL,58853,64934,7.73,2016-08-10,2027-07-22,2024-12-31,ACB,SG
LE001,SP001,C100722,OC656931857,600,600 SCB Direct,Loan,REVOLVING,L,DR,SI,ACQUISITION FINANCING,124381,151907,1.6,2020-08-19,2030-05-17,2024-12-31,ACB,SG
LE001,SP001,C100979,OC593559955,801,801 Provisions,Loan,REVOLVING,L,DR,SC,HOUSING LOAN - RESIDENTIAL,162868,168022,5.17,2019-06-06,2029-01-04,2024-12-31,ACB,SG
LE001,SP001,C100980,OC399580835,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SC,COF MORTGAGE LOAN,165037,165833,2.47,2021-08-14,2029-03-07,2024-12-31,ACB,SG
LE001,SP001,C100706,UB440419907,801,801 Provisions,Loan,REVOLVING,L,DR,SC,COMMERCIAL PROPERTY LOAN - SME,145096,149595,2.33,2023-06-29,2031-02-11,2024-12-31,ACB,SG
LE001,SP001,C100917,UB978726109,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SC,OTHER LOAN PURPOSES,157510,174628,4.95,2021-08-19,2027-09-28,2024-12-31,ACB,SG
LE001,SP001,C100354,UB804344630,801,801 Provisions,Loan,TERM,L,DR,SJ,COMMERCIAL MACHINERY LOAN (HP),652510,999560,4.09,2018-10-26,2029-11-23,2024-12-31,ACB,SG
LE001,SP001,C100955,DB247395716,600,600 SCB Direct,Loan,MORTGAGE_LOANS,L,DR,SJ,OTHER LOAN PURPOSES,565850,800495,2.09,2017-05-07,2032-10-23,2024-12-31,ACB,SG
LE001,SP001,C100231,OC156361897,600,600 SCB Direct,Loan,TERM,L,DR,SC,IJARAH,217475,228558,7.62,2019-07-25,2027-12-25,2024-12-31,ACB,SG
LE001,SP001,C100697,OC105563528,600,600 SCB Direct,Loan,TERM,L,DR,SI,TEMPORARY BRIDGING LOAN,39834,46030,5.51,2017-07-25,2029-02-02,2024-12-31,ACB,SG
LE001,SP001,C100774,DB444851196,801,801 Provisions,Loan,BUSINESS_EQUIPMENT_FINANCING,L,DR,SA,LEFS-COMMERCIAL MACHINERY LOAN (HP),113335,114912,2.09,2018-06-03,2029-06-17,2024-12-31,ACB,SG
LE001,SP001,C100547,SC287974375,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SA,HOUSING LOAN - COMMERCIAL,414852,520353,1.19,2020-05-28,2032-05-30,2024-12-31,ACB,SG
LE001,SP001,C100190,DB140229006,600,600 SCB Direct,Loan,REVOLVING,L,DR,SA,INDUSTRIAL PROPERTY LOAN - SME,80461,92181,5.7,2021-09-01,2031-12-14,2024-12-31,ACB,SG
LE001,SP001,C100656,UB244096091,801,801 Provisions,Loan,REVOLVING,L,DR,SJ,COF MORTGAGE LOAN,96324,105751,5.57,2023-08-06,2030-07-25,2024-12-31,ACB,SG
LE001,SP001,C100166,UB796091085,801,801 Provisions,Loan,MORTGAGE_LOANS,L,DR,SA,IJARAH,114613,119867,2.7,2021-01-29,2030-03-01,2024-12-31,ACB,SG
LE001,SP001,C100581,OC288436227,801,801 Provisions,Loan,TERM,L,DR,SC,COMMODITY MURABAHA-CLASSIC,331359,360801,6.81,2020-05-13,2027-12-04,2024-12-31,ACB,SG
