le_id,sub_prof_id,client_id,account_id,account_type,product,product_type,product_code,currency,opening_balance,closing_balance,avg_balance,net_flow,transaction_count,interest_amount,interest_rate_pct,status_code,account_open_date,account_close_date,mth_end,src,cty
LE001,SP001,C100339,AC100132,DEAL,CURRENT ACCOUNT NON INTEREST BEARING,C,885,EUR,279026.4,301487.82,290257.11,-53833.03,6,1836.82,4.553,Active,2024-02-29,,2024-12-30,EBBS,SG
LE001,SP001,C100419,AC100133,DEAL,BAD DEBT P&L,C,349,INR,174344.66,190782.78,182563.72,16067.86,10,1343.84,4.846,Active,2018-01-04,,2024-12-30,EBBS,SG
LE001,SP001,C100407,AC100134,DEAL,CASH-ATM,C,773,USD,248199.98,196766.26,222483.12,-63901.13,5,2787.48,3.138,Active,2020-04-22,,2024-12-30,EBBS,SG
LE001,SP001,C100893,AC100135,DEAL,INWARD COLLECTION,C,268,AUD,267877.52,232871.73,250374.62,54483.24,5,3567.96,3.159,Active,2023-03-25,,2024-12-30,EBBS,SG
LE001,SP001,C100764,AC100136,DEAL,CURRENT ACCOUNT - MANAGED RATE,C,767,INR,262697.69,186057.9,224377.79,72269.23,6,3148.14,3.172,Active,2020-10-20,,2024-12-30,EBBS,SG
LE001,SP001,C100170,AC100137,ACCOUNT,FC FIXED DEPOSITS,DEPOSIT,614,USD,503571.44,517631.01,510601.22,5210.06,3,374.81,3.983,Active,2021-07-29,,2024-12-30,EBBS,SG
LE001,SP001,C100441,AC100138,DEAL,CASH Collateral - SGD,C,651,EUR,477182.73,472265.75,474724.24,-49429.56,6,1707.18,3.412,Active,2023-10-25,,2024-12-30,EBBS,SG
LE001,SP001,C100080,AC100139,ACCOUNT,INWARD COLLECTION,C,268,JPY,146292.76,138331.57,142312.17,-48459.98,4,1602.07,4.565,Active,2020-08-10,,2024-12-30,EBBS,SG
LE001,SP001,C100653,AC100140,ACCOUNT,CURRENT ACCOUNT NON INTEREST BEARING,C,885,SGD,192144.88,219769.38,205957.13,11195.71,6,3228.28,0.057,Active,2022-07-21,,2024-12-30,EBBS,SG
LE001,SP001,C100693,AC100141,DEAL,BAD DEBT P&L,C,349,USD,399854.84,335036.04,367445.44,57470.99,6,101.81,4.938,Active,2021-01-08,,2024-12-30,EBBS,SG
LE001,SP001,C100706,AC100142,ACCOUNT,CURRENT ACCOUNT NON INTEREST BEARING,C,885,AUD,69396.25,83345.96,76371.11,-41767.35,5,4790.3,4.997,Active,2024-08-01,,2024-12-30,EBBS,SG
LE001,SP001,C100242,AC100143,ACCOUNT,FC CALL DEPOSITS,DEPOSIT,936,EUR,217524.59,210174.49,213849.54,48193.96,5,4921.05,1.486,Active,2025-07-14,,2024-12-30,EBBS,SG
LE001,SP001,C100849,AC100144,ACCOUNT,CASH IN HAND,C,979,EUR,121469.83,203425.67,162447.75,83885.04,4,607.18,4.327,Active,2025-03-25,,2024-12-30,EBBS,SG
LE001,SP001,C100932,AC100145,ACCOUNT,FCY SECURITIES SETTLEMENT ACCOUNT,C,567,INR,449218.36,477385.63,463301.99,-55038.96,3,922.6,3.996,Active,2021-10-29,,2024-12-30,EBBS,SG
LE001,SP001,C100224,AC100146,DEAL,INWARD COLLECTION,C,268,SGD,48727.32,83795.97,66261.65,51553.15,8,717.09,3.78,Active,2018-02-22,,2024-12-30,EBBS,SG
LE001,SP001,C100858,AC100147,DEAL,INTEREST RECEIVED,I,842,SGD,82004.74,79216.29,80610.51,27916.35,4,652.01,3.235,Active,2020-11-01,,2024-12-30,EBBS,SG
LE001,SP001,C100034,AC100148,ACCOUNT,OUTWARD RTGS,C,496,AED,833386.01,818046.99,825716.5,65700.47,7,1929.09,4.549,Active,2021-02-13,,2024-12-30,EBBS,SG
LE001,SP001,C100179,AC100149,DEAL,BONUS SAVER,S,272,EUR,230074.84,291427.34,260751.09,-37458.96,5,950.69,2.514,Active,2023-12-08,,2024-12-30,EBBS,SG
LE001,SP001,C100263,AC100150,ACCOUNT,PRIVATE BANK CASH ACCOUNT,C,680,SGD,228237.74,183750.43,205994.08,-35214.39,8,22.24,4.353,Active,2020-07-11,,2024-12-30,EBBS,SG
LE001,SP001,C100986,AC100151,DEAL,BONUS SAVER,S,272,INR,232731.74,227787.26,230259.5,45953.82,5,80.55,3.385,Active,2021-04-28,,2024-12-30,EBBS,SG
LE001,SP001,C100990,AC100152,ACCOUNT,BAD DEBT P&L,C,349,AED,414603.94,369680.54,392142.24,1409.06,8,481.76,1.33,Active,2021-08-24,,2024-12-30,EBBS,SG
LE001,SP001,C100688,AC100153,ACCOUNT,FC CALL DEPOSITS,DEPOSIT,936,INR,810287.45,813485.29,811886.37,-18585.65,1,1484.63,3.196,Active,2018-03-18,,2024-12-30,EBBS,SG
LE001,SP001,C100239,AC100154,ACCOUNT,FC FIXED DEPOSITS,DEPOSIT,614,EUR,403103.07,405802.49,404452.78,-90120.45,4,793.06,1.115,Active,2016-07-16,,2024-12-30,EBBS,SG
LE001,SP001,C100475,AC100155,ACCOUNT,INTEREST RECEIVED,I,842,AED,812300.33,873238.42,842769.38,-10672.14,2,3481.45,0.707,Active,2022-05-14,,2024-12-30,EBBS,SG
LE001,SP001,C100504,AC100156,DEAL,BASIC BANKING ACCOUNT,C,830,EUR,25459.61,4913.05,15186.33,-18361.21,2,913.51,0.687,Active,2018-04-05,,2024-12-30,EBBS,SG
LE001,SP001,C100972,AC100157,ACCOUNT,FC CALL DEPOSITS,DEPOSIT,936,JPY,264229.59,264381.89,264305.74,21846.91,4,2881.29,3.278,Active,2018-11-16,,2024-12-30,EBBS,SG
LE001,SP001,C100417,AC100158,ACCOUNT,FLEXI TIME DEPOSIT,DEPOSIT,566,AUD,148597.01,198065.48,173331.24,-25355.39,4,1842.08,2.222,Active,2016-03-09,,2024-12-30,EBBS,SG
LE001,SP001,C100371,AC100159,DEAL,ONEACCOUNT,C,137,EUR,30604.16,-98947.95,-34171.89,-27312.22,2,1283.61,4.509,Active,2025-02-05,,2024-12-30,EBBS,SG
LE001,SP001,C100407,AC100160,ACCOUNT,BUSINESS OVERDRAFT,C,572,INR,197642.49,196095.54,196869.02,-98007.9,3,4621.12,4.123,Active,2023-05-27,,2024-12-30,EBBS,SG
LE001,SP001,C100657,AC100161,DEAL,FLEXI TIME DEPOSIT,DEPOSIT,566,AUD,667287.09,624141.82,645714.45,-115134.85,9,389.89,4.944,Active,2023-06-24,,2024-12-30,EBBS,SG
LE001,SP001,C100070,AC100162,DEAL,FC CALL DEPOSITS,DEPOSIT,936,INR,164662.94,210730.42,187696.68,70528.4,5,2928.96,4.35,Active,2024-02-15,,2024-12-30,EBBS,SG
LE001,SP001,C100807,AC100163,DEAL,CASH IN HAND,C,979,AUD,235458.68,321565.11,278511.9,-11449.14,2,680.09,2.706,Active,2024-07-18,,2024-12-30,EBBS,SG
LE001,SP001,C100676,AC100164,DEAL,BONUS SAVER,S,272,USD,338850.52,290269.82,314560.17,60020.7,3,813.79,3.952,Active,2022-02-23,,2024-12-30,EBBS,SG
LE001,SP001,C100016,AC100165,DEAL,CASH IN HAND,C,979,AUD,674281.66,710229.33,692255.49,49802.38,3,1013.59,3.711,Active,2017-06-01,,2024-12-30,EBBS,SG
LE001,SP001,C100065,AC100166,ACCOUNT,CURRENT ACCOUNT NON INTEREST BEARING,C,885,EUR,731277.66,759089.16,745183.41,22794.39,5,4830,2.972,Active,2023-04-18,,2024-12-30,EBBS,SG
LE001,SP001,C100968,AC100167,DEAL,OUTWARD RTGS,C,496,JPY,811387.37,836779.16,824083.27,26914.8,4,2645.01,3.22,Active,2020-05-29,,2024-12-30,EBBS,SG
LE001,SP001,C100867,AC100168,ACCOUNT,CURRENT ACCOUNT - MANAGED RATE,C,767,JPY,495091.9,397697.72,446394.81,28972.13,2,795.4,3.565,Active,2024-11-15,,2024-12-30,EBBS,SG
LE001,SP001,C100329,AC100169,DEAL,BAD DEBT P&L,C,349,USD,322962.68,363749.54,343356.11,43023.67,10,666.15,3.125,Active,2017-10-17,,2024-12-30,EBBS,SG
LE001,SP001,C100332,AC100170,ACCOUNT,INWARD COLLECTION,C,268,JPY,330509.87,332025.45,331267.66,-4718.59,8,328.21,2.533,Active,2016-11-19,,2024-12-30,EBBS,SG
LE001,SP001,C100718,AC100171,DEAL,INTEREST RECEIVED,I,842,JPY,426203.86,338165.72,382184.79,37667.08,4,1262.32,2.263,Active,2021-12-23,,2024-12-30,EBBS,SG
LE001,SP001,C100847,AC100172,ACCOUNT,CHEQUE AND SAVE ACCOUNT,C,465,SGD,531381.81,485046.15,508213.98,64399.12,5,345.62,0.484,Active,2018-04-27,,2024-12-30,EBBS,SG
LE001,SP001,C100261,AC100173,ACCOUNT,BONUS SAVER,S,272,AED,311193.23,383933.76,347563.49,-72492.83,5,1712.62,0.465,Active,2020-12-08,,2024-12-30,EBBS,SG
LE001,SP001,C100098,AC100174,ACCOUNT,PRIVATE BANK CASH ACCOUNT,C,680,EUR,435622.78,452558.81,444090.8,-84942.46,2,3414.39,0.309,Active,2019-06-25,,2024-12-30,EBBS,SG
LE001,SP001,C100337,AC100175,DEAL,CURRENT ACCOUNT - MANAGED RATE,C,767,INR,410262.53,473391.74,441827.14,-27592.91,5,5616.4,3.33,Active,2016-01-17,,2024-12-30,EBBS,SG
LE001,SP001,C100937,AC100176,DEAL,CASH IN TRANSIT,C,105,USD,609625.01,639251.36,624438.19,38918.05,2,602.37,0.527,Active,2024-01-17,,2024-12-30,EBBS,SG
LE001,SP001,C100672,AC100177,ACCOUNT,CASH Collateral - SGD,C,651,USD,646360.82,613897.54,630129.18,47391.29,4,1864.07,4.228,Active,2017-03-24,,2024-12-30,EBBS,SG
LE001,SP001,C100285,AC100178,DEAL,PRIVATE BANK CASH ACCOUNT,C,680,INR,166927.73,160840.35,163884.04,75672.49,7,1761.62,2.809,Active,2018-10-22,,2024-12-30,EBBS,SG
LE001,SP001,C100628,AC100179,DEAL,INWARD COLLECTION,C,268,AED,51117.29,105554.72,78336.01,94229.32,3,3586.49,0.91,Active,2022-04-25,,2024-12-30,EBBS,SG
LE001,SP001,C100943,AC100180,ACCOUNT,CASHIER'S ORDER,C,185,AUD,256354.5,167932.53,212143.52,16158.39,6,204.79,4.351,Active,2021-04-14,,2024-12-30,EBBS,SG
LE001,SP001,C100071,AC100181,DEAL,OUTWARD RTGS,C,496,AED,244565.2,241982.99,243274.1,10284.32,6,256.91,3.733,Active,2021-01-26,,2024-12-30,EBBS,SG
LE001,SP001,C100464,AC100182,ACCOUNT,BONUS SAVER ACCOUNT(ONLINE),S,588,USD,506432.11,567778.77,537105.44,-5007.7,4,92.65,3.611,Active,2019-06-01,,2024-12-30,EBBS,SG
LE001,SP001,C100610,AC100183,DEAL,FLEXI TIME DEPOSIT,DEPOSIT,566,AUD,78467.66,156872.9,117670.28,-26303.9,3,471.96,3.775,Active,2024-11-11,,2024-12-30,EBBS,SG
LE001,SP001,C100278,AC100184,ACCOUNT,ONEACCOUNT,C,137,JPY,505132.99,453800.95,479466.97,12353.87,4,674.66,3.039,Active,2023-05-13,,2024-12-30,EBBS,SG
LE001,SP001,C100773,AC100185,DEAL,CASHIER'S ORDER,C,185,AED,517705.87,454991.4,486348.64,14677.9,5,2213.16,1.423,Active,2020-04-27,,2024-12-30,EBBS,SG
LE001,SP001,C100539,AC100186,ACCOUNT,FLEXI TIME DEPOSIT,DEPOSIT,566,JPY,93836.63,53324.01,73580.32,10028.46,4,2797.27,4.922,Active,2023-06-27,,2024-12-30,EBBS,SG
LE001,SP001,C100308,AC100187,DEAL,PAYROLL SUSPENSE SCB PAY ERR ACC,C,194,INR,351792.82,442368.06,397080.44,-4132.39,7,1158.03,1.285,Active,2025-09-10,,2024-12-30,EBBS,SG
LE001,SP001,C100509,AC100188,ACCOUNT,BONUS SAVER ACCOUNT(ONLINE),S,588,JPY,84304.04,87992.55,86148.29,69861.32,3,614.03,2.668,Active,2019-07-07,,2024-12-30,EBBS,SG
LE001,SP001,C100853,AC100189,ACCOUNT,BAD DEBT P&L,C,349,INR,83613.48,58091.68,70852.58,58096.69,8,1036.73,3.713,Active,2020-08-15,,2024-12-30,EBBS,SG
LE001,SP001,C100943,AC100190,DEAL,CASH-ATM,C,773,EUR,553243.91,549352.05,551297.98,-9024,6,6886.22,2.028,Active,2022-07-14,,2024-12-30,EBBS,SG
LE001,SP001,C100117,AC100191,ACCOUNT,FC FIXED DEPOSITS,DEPOSIT,614,AUD,532307.38,542339.97,537323.68,18128.54,8,3236.84,4.009,Active,2016-06-13,,2024-12-30,EBBS,SG
LE001,SP001,C100706,AC100192,ACCOUNT,BAD DEBT P&L,C,349,INR,66089.87,45907.45,55998.66,-47756.13,7,1347.2,0.538,Active,2021-04-15,,2024-12-30,EBBS,SG
LE001,SP001,C100536,AC100193,DEAL,CHEQUE AND SAVE ACCOUNT,C,465,SGD,224957.41,246372.76,235665.09,-9357.21,1,2471.46,1.704,Active,2023-11-23,,2024-12-30,EBBS,SG
LE001,SP001,C100078,AC100194,DEAL,DEMAND DRAFT,C,170,INR,674954.42,804432.6,739693.51,28981.66,5,1151.59,1.753,Active,2016-08-05,,2024-12-30,EBBS,SG
LE001,SP001,C100660,AC100195,DEAL,CASH Collateral - SGD,C,651,AUD,202617.03,259610.96,231113.99,65855.75,5,263.86,1.287,Active,2024-01-24,,2024-12-30,EBBS,SG
LE001,SP001,C100778,AC100196,DEAL,BONUS SAVER ACCOUNT(ONLINE),S,588,JPY,536248.01,563584.69,549916.35,-11946.6,5,233.65,3.775,Active,2020-09-29,,2024-12-30,EBBS,SG
LE001,SP001,C100697,AC100197,ACCOUNT,INTEREST RECEIVED,I,842,AUD,599324.36,577743.34,588533.85,20186.5,5,451.61,2.204,Active,2018-09-12,,2024-12-30,EBBS,SG
LE001,SP001,C100310,AC100198,ACCOUNT,FC CALL DEPOSITS,DEPOSIT,936,USD,313315.15,300369.9,306842.53,29334.69,5,449.81,2.542,Active,2020-09-16,,2024-12-30,EBBS,SG
LE001,SP001,C100038,AC100199,DEAL,CASHIER'S ORDER,C,185,AED,405563.14,414542.23,410052.68,17531.5,6,1478.37,3.227,Active,2024-10-07,,2024-12-30,EBBS,SG
LE001,SP001,C100629,AC100200,ACCOUNT,CURRENT ACCOUNT NON INTEREST BEARING,C,885,JPY,481951.42,368101.86,425026.64,7041.42,4,2701.2,4.546,Active,2023-09-01,,2024-12-30,EBBS,SG
LE001,SP001,C100329,AC100201,ACCOUNT,DEMAND DRAFT,C,170,AED,332792.13,342317.11,337554.62,35472.59,4,370.97,2.258,Active,2016-05-22,,2024-12-30,EBBS,SG
LE001,SP001,C100351,AC100202,DEAL,DEMAND DRAFT,C,170,AED,555465.1,529127.33,542296.21,32969.03,3,272.95,1.246,Active,2020-11-07,,2024-12-30,EBBS,SG
LE001,SP001,C100536,AC100203,DEAL,CASHIER'S ORDER,C,185,USD,554080.02,539266.65,546673.33,-80318.85,5,2058.47,1.943,Active,2018-03-02,,2024-12-30,EBBS,SG
LE001,SP001,C100612,AC100204,DEAL,PRIVATE BANK CASH ACCOUNT,C,680,AED,560987.69,571710.23,566348.96,36715.23,5,798.66,1.655,Active,2021-06-11,,2024-12-30,EBBS,SG
LE001,SP001,C100290,AC100205,ACCOUNT,OUTWARD RTGS,C,496,USD,339012.15,397187.59,368099.87,13257.78,8,1783.86,0.417,Active,2021-11-09,,2024-12-30,EBBS,SG
LE001,SP001,C100317,AC100206,ACCOUNT,BONUS SAVER,S,272,USD,145020.59,192664.32,168842.46,80613.91,4,3129.83,2.799,Active,2022-02-04,,2024-12-30,EBBS,SG
LE001,SP001,C100832,AC100207,DEAL,ONEACCOUNT,C,137,SGD,97364.83,-22772.87,37295.98,21211.71,5,786.68,3.356,Active,2025-07-29,,2024-12-30,EBBS,SG
LE001,SP001,C100371,AC100208,ACCOUNT,BONUS SAVER ACCOUNT(ONLINE),S,588,USD,24164.52,-86223.03,-31029.25,-11009.73,4,3635.71,4.739,Active,2023-03-29,,2024-12-30,EBBS,SG
LE001,SP001,C100140,AC100209,DEAL,BAD DEBT P&L,C,349,INR,76316.37,38708.55,57512.46,15958.73,4,3180.9,3.943,Active,2019-09-23,,2024-12-30,EBBS,SG
LE001,SP001,C100855,AC100210,DEAL,ONEACCOUNT,C,137,INR,154488.14,167921.21,161204.67,5177.21,6,3824.44,3.094,Active,2024-01-19,,2024-12-30,EBBS,SG
LE001,SP001,C100166,AC100211,DEAL,FCY SECURITIES SETTLEMENT ACCOUNT,C,567,SGD,521255.87,442049.07,481652.47,13356.33,5,1517.45,2.194,Active,2018-03-12,,2024-12-30,EBBS,SG
LE001,SP001,C100736,AC100212,DEAL,CURRENT ACCOUNT NON INTEREST BEARING,C,885,INR,6775.58,14115.23,10445.4,80611.03,4,2293.68,3.745,Active,2019-10-16,,2024-12-30,EBBS,SG
LE001,SP001,C100244,AC100213,ACCOUNT,PRIVATE BANK CASH ACCOUNT,C,680,INR,808559.4,784012.53,796285.97,25596.2,4,163.38,0.978,Active,2019-05-20,,2024-12-30,EBBS,SG
LE001,SP001,C100451,AC100214,ACCOUNT,PAYROLL SUSPENSE SCB PAY ERR ACC,C,194,INR,483285.77,494946.58,489116.18,47656.83,3,1074.25,1.916,Active,2023-12-18,,2024-12-30,EBBS,SG
LE001,SP001,C100836,AC100215,DEAL,PRIVATE BANK CASH ACCOUNT,C,680,INR,257490.48,262918.47,260204.47,-1661.5,3,83.77,1.258,Active,2015-12-23,,2024-12-30,EBBS,SG
LE001,SP001,C100380,AC100216,DEAL,ONLINE SUSPENSE,C,773,USD,263942.56,212558.8,238250.68,63285.39,8,1232.35,0.429,Active,2020-09-27,,2024-12-30,EBBS,SG
LE001,SP001,C100927,AC100217,DEAL,FCY SECURITIES SETTLEMENT ACCOUNT,C,567,AED,411227.35,435661.95,423444.65,-90965.4,6,886.37,4.733,Active,2020-09-20,,2024-12-30,EBBS,SG
LE001,SP001,C100905,AC100218,ACCOUNT,FC FIXED DEPOSITS,DEPOSIT,614,AED,242281.87,231535.82,236908.85,-15401.71,1,2059.32,1.988,Active,2021-06-13,,2024-12-30,EBBS,SG
LE001,SP001,C100083,AC100219,ACCOUNT,CASH Collateral - SGD,C,651,USD,724123.5,793907.69,759015.59,-28108.4,5,81.56,4.655,Active,2018-06-28,,2024-12-30,EBBS,SG
LE001,SP001,C100343,AC100220,DEAL,BONUS SAVER,S,272,USD,189437.7,203445.76,196441.73,-40480.18,3,1348.12,4.588,Active,2016-06-16,,2024-12-30,EBBS,SG
LE001,SP001,C100142,AC100221,ACCOUNT,CURRENT ACCOUNT NON INTEREST BEARING,C,885,AED,25445.64,19965.15,22705.4,-4418.15,1,240.02,0.105,Active,2024-02-07,,2024-12-30,EBBS,SG
LE001,SP001,C100561,AC100222,ACCOUNT,BASIC BANKING ACCOUNT,C,830,AUD,96481.57,176413.93,136447.75,28045.97,7,90.96,1.513,Active,2021-01-26,,2024-12-30,EBBS,SG
LE001,SP001,C100654,AC100223,ACCOUNT,BAD DEBT P&L,C,349,INR,157079.14,179464.99,168272.07,-78543.81,7,1753.53,4.527,Active,2025-08-05,,2024-12-30,EBBS,SG
LE001,SP001,C100647,AC100224,DEAL,ONLINE SUSPENSE,C,773,USD,115113.5,84071.12,99592.31,-8407.19,5,444.18,2.152,Active,2023-01-30,,2024-12-30,EBBS,SG
LE001,SP001,C100584,AC100225,ACCOUNT,BONUS SAVER ACCOUNT(ONLINE),S,588,EUR,1029633.07,983663.84,1006648.45,-126514.38,7,72.01,4.874,Active,2019-11-18,,2024-12-30,EBBS,SG
LE001,SP001,C100557,AC100226,DEAL,CHEQUE AND SAVE ACCOUNT,C,465,AED,1257737.34,1182588.82,1220163.08,12686.98,4,1435.39,3.182,Dormant,2022-12-08,06-10-2023,2024-12-30,EBBS,SG
LE001,SP001,C100016,AC100227,ACCOUNT,PRIVATE BANK CASH ACCOUNT,C,680,USD,66194.17,109852.64,88023.4,-6230.89,6,1845.18,1.213,Active,2024-08-13,,2024-12-30,EBBS,SG
LE001,SP001,C100790,AC100228,ACCOUNT,BONUS SAVER,S,272,USD,38264.52,106986.42,72625.47,-106783.71,9,6775.5,2.735,Active,2023-10-25,,2024-12-30,EBBS,SG
LE001,SP001,C100850,AC100229,ACCOUNT,ONLINE SUSPENSE,C,773,SGD,122036.69,178725.19,150380.94,29677.84,3,5380.78,0.92,Active,2017-10-01,,2024-12-30,EBBS,SG
LE001,SP001,C100794,AC100230,ACCOUNT,FLEXI TIME DEPOSIT,DEPOSIT,566,AUD,649645.09,697021.41,673333.25,-38643.88,4,1314.1,0.229,Active,2025-04-23,,2024-12-30,EBBS,SG
LE001,SP001,C100323,AC100231,ACCOUNT,DEMAND DRAFT,C,170,INR,14245.34,57076.2,35660.77,25752.13,7,1931.32,2.72,Active,2017-05-01,,2024-12-30,EBBS,SG
LE001,SP001,C100662,AC100232,DEAL,CASH IN TRANSIT,C,105,INR,128096.53,126895.14,127495.83,-82013.33,2,2765.12,3.906,Active,2022-01-21,,2024-12-30,EBBS,SG
LE001,SP001,C100279,AC100233,DEAL,PRIVATE BANK CASH ACCOUNT,C,680,JPY,557445.87,568110.56,562778.22,60.27,3,1134.18,4.449,Active,2021-06-11,,2024-12-30,EBBS,SG
LE001,SP001,C100347,AC100234,DEAL,DEBIT CARD ANNUAL FEE,C,606,USD,443023.95,404887.71,423955.83,-38457.12,7,1379.81,4.622,Active,2016-10-17,,2024-12-30,EBBS,SG
LE001,SP001,C100084,AC100235,ACCOUNT,BAD DEBT P&L,C,349,EUR,223973.05,237841.9,230907.47,68032.93,6,2117.64,4.976,Active,2022-06-26,,2024-12-30,EBBS,SG
LE001,SP001,C100328,AC100236,DEAL,BAD DEBT P&L,C,349,SGD,242141.33,281250.46,261695.9,42168.63,6,1618.9,1.485,Active,2017-09-24,,2024-12-30,EBBS,SG
LE001,SP001,C100436,AC100237,DEAL,ONLINE SUSPENSE,C,773,USD,77885.25,57421.13,67653.19,-26204.42,2,804.71,2.241,Active,2021-10-28,,2024-12-30,EBBS,SG
LE001,SP001,C100629,AC100238,ACCOUNT,CASH IN HAND,C,979,AED,50476.01,51244.96,50860.49,47754.82,2,1565.74,3.359,Active,2020-01-10,,2024-12-30,EBBS,SG
LE001,SP001,C100820,AC100239,DEAL,FC FIXED DEPOSITS,DEPOSIT,614,INR,530039.31,486682.8,508361.06,-32905.82,8,107.45,3.042,Active,2025-05-22,,2024-12-30,EBBS,SG
LE001,SP001,C100129,AC100240,DEAL,CASH Collateral - SGD,C,651,USD,173780.96,272865.55,223323.26,78438.93,1,2156.19,1.92,Active,2018-12-29,,2024-12-30,EBBS,SG
LE001,SP001,C100157,AC100241,ACCOUNT,CASHIER'S ORDER,C,185,JPY,408897.47,368077.27,388487.37,9575.35,7,636.74,3.818,Active,2019-11-04,,2024-12-30,EBBS,SG
LE001,SP001,C100375,AC100242,ACCOUNT,CASH-ATM,C,773,AUD,363170.01,356921.22,360045.61,-141625.98,4,533.78,4.803,Active,2023-09-10,,2024-12-30,EBBS,SG
LE001,SP001,C100511,AC100243,ACCOUNT,ESCROW FCY,C,420,USD,18700.64,91324.02,55012.33,16337.24,6,1100.95,3.877,Active,2023-05-17,,2024-12-30,EBBS,SG
LE001,SP001,C100626,AC100244,ACCOUNT,ONLINE SUSPENSE,C,773,AUD,96802.45,75904.27,86353.36,63729.59,6,2120.12,0.622,Active,2020-09-16,,2024-12-30,EBBS,SG
LE001,SP001,C100176,AC100245,ACCOUNT,BAD DEBT P&L,C,349,SGD,17645.6,9505.95,13575.77,2045.96,2,1504.37,1.744,Active,2019-09-13,,2024-12-30,EBBS,SG
LE001,SP001,C100297,AC100246,ACCOUNT,BONUS SAVER ACCOUNT(ONLINE),S,588,INR,410127.64,353436.86,381782.25,-10901.79,3,4777.62,1.814,Active,2023-07-11,,2024-12-30,EBBS,SG
LE001,SP001,C100811,AC100247,DEAL,CASH Collateral - SGD,C,651,AED,415224.69,413140.65,414182.67,100895.4,6,932.63,1.811,Active,2020-07-15,,2024-12-30,EBBS,SG
LE001,SP001,C100822,AC100248,DEAL,INWARD COLLECTION,C,268,AED,469144.49,498735.2,483939.84,-17702.04,1,647.2,1.553,Dormant,2017-09-19,07-07-2024,2024-12-30,EBBS,SG
LE001,SP001,C100538,AC100249,ACCOUNT,PAYROLL SUSPENSE SCB PAY ERR ACC,C,194,INR,240742.52,318193.53,279468.03,-61955.35,0,2435.05,2.879,Active,2022-03-23,,2024-12-30,EBBS,SG
LE001,SP001,C100657,AC100250,DEAL,CURRENT ACCOUNT NON INTEREST BEARING,C,885,SGD,595467.67,527895.38,561681.53,33510.99,3,1853.93,2.592,Active,2016-06-25,,2024-12-30,EBBS,SG
LE001,SP001,C100798,AC100251,DEAL,PAYROLL SUSPENSE SCB PAY ERR ACC,C,194,JPY,97253.71,57403.57,77328.64,83574.14,8,284.88,2.519,Active,2016-06-15,,2024-12-30,EBBS,SG
LE001,SP001,C100127,AC100252,DEAL,CASH IN TRANSIT,C,105,AUD,304065.91,273247.84,288656.88,-18759.82,7,135.43,1.62,Active,2021-11-24,,2024-12-30,EBBS,SG
LE001,SP001,C100970,AC100253,ACCOUNT,BAD DEBT P&L,C,349,AUD,124343,61464.11,92903.55,-11700.99,4,1432.72,3.179,Active,2024-05-17,,2024-12-30,EBBS,SG
LE001,SP001,C100640,AC100254,ACCOUNT,INWARD COLLECTION,C,268,EUR,235632.05,227840.98,231736.52,1893.1,3,1669.15,3.209,Active,2019-04-08,,2024-12-30,EBBS,SG
LE001,SP001,C100157,AC100255,DEAL,ONEACCOUNT,C,137,INR,536611.34,505729.51,521170.42,109382.49,2,3288.95,4.62,Active,2016-02-03,,2024-12-30,EBBS,SG
LE001,SP001,C100029,AC100256,DEAL,FLEXI TIME DEPOSIT,DEPOSIT,566,SGD,369582.86,356250.24,362916.55,-21462.22,9,1677.11,1.062,Active,2018-11-06,,2024-12-30,EBBS,SG
LE001,SP001,C100654,AC100257,DEAL,DEBIT CARD ANNUAL FEE,C,606,SGD,275882.47,242783.36,259332.91,21294.36,5,538.3,4.784,Active,2016-10-02,,2024-12-30,EBBS,SG
LE001,SP001,C100826,AC100258,ACCOUNT,CASH IN TRANSIT,C,105,AED,182574.55,206194.86,194384.7,74205.8,1,1211.23,3.446,Active,2021-02-12,,2024-12-30,EBBS,SG
LE001,SP001,C100495,AC100259,ACCOUNT,BUSINESS OVERDRAFT,C,572,EUR,300163.09,330388.86,315275.97,44116.65,3,404.18,0.727,Active,2022-03-14,,2024-12-30,EBBS,SG
LE001,SP001,C100751,AC100260,ACCOUNT,CHEQUE AND SAVE ACCOUNT,C,465,INR,1039888.72,1027537.43,1033713.07,-17917.01,5,795.08,1.859,Active,2022-03-14,,2024-12-30,EBBS,SG
LE001,SP001,C100247,AC100261,ACCOUNT,BASIC BANKING ACCOUNT,C,830,JPY,767841.2,737820.02,752830.61,-93327,5,2515.03,1.247,Active,2022-07-11,,2024-12-30,EBBS,SG
LE001,SP001,C100968,AC100262,ACCOUNT,INWARD COLLECTION,C,268,AUD,205709.23,158012.26,181860.74,-20351.82,7,1872.64,4.814,Active,2016-08-27,,2024-12-30,EBBS,SG
LE001,SP001,C100335,AC100263,ACCOUNT,BUSINESS OVERDRAFT,C,572,JPY,124351.84,170434.35,147393.1,-6377.46,4,3522.31,4.98,Active,2015-12-03,,2024-12-30,EBBS,SG
LE001,SP001,C100315,AC100264,ACCOUNT,FC FIXED DEPOSITS,DEPOSIT,614,JPY,53507.38,75701.39,64604.38,557.08,7,1919.28,2.532,Active,2023-05-14,,2024-12-30,EBBS,SG
